INDEX;OPSNAME;REGION;CITY
354354;СОЧИ 354;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354355;СОЧИ 355;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354364;СОЧИ 364;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354376;ВЕСЕЛОЕ 1;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354382;СОЧИ 382;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354096;СОЧИ УООП;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354296;ЛАЗАРЕВСКИЙ УООП;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354383;СОЧИ;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354384;ВЕРХНЕНИКОЛАЕВСКОЕ;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354386;ГАЛИЦЫНО;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354387;ДУБРАВНЫЙ;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354389;КАЛИНОВОЕ ОЗЕРО;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354390;КЕПША;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354391;КРАСНАЯ ВОЛЯ;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354392;КРАСНАЯ ПОЛЯНА;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354393;МОЛДОВКА;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354394;НИЖНЯЯ ШИЛОВКА;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354395;ОРЕЛ-ИЗУМРУД;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354396;ЧЕРЕШНЯ;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354399;АДЛЕРСКИЙ ПОЧТАМТ;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354388;АДЛЕРСКИЙ УООП;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354385;СОЧИ-АДЛЕРСКИЙ;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354094;СОЧИ УООП ПК;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354095;СОЧИ УООП ПРИОРИТЕТ;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354294;ЛАЗАРЕВСКИЙ УООП ПК;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354295;ЛАЗАРЕВСКИЙ УООП ПРИОРИТЕТ;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354377;АДЛЕРСКИЙ УООП ПК;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354378;АДЛЕРСКИЙ УООП ПРИОРИТЕТ;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354098;СОЧИ КЛАДОВАЯ ХРАНЕНИЯ НЕРОЗДАННЫХ ПО;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354298;СОЧИ-ЛАЗАРЕВСКОЕ КЛАДОВАЯ ХРАНЕНИЯ НЕРОЗДАННЫХ ПО;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354398;СОЧИ-АДЛЕР КЛАДОВАЯ ХРАНЕНИЯ НЕРОЗДАННЫХ ПО;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354089;СОЧИ АТП;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354289;СОЧИ АТП;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354290;СОЧИ АТП;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
354379;СОЧИ АТП;КРАСНОДАРСКИЙ КРАЙ;СОЧИ
690000;ВЛАДИВОСТОК ПОЧТАМТ;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690001;ВЛАДИВОСТОК 1;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690002;ВЛАДИВОСТОК 2;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690003;ВЛАДИВОСТОК 3;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690005;ВЛАДИВОСТОК 5;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690007;ВЛАДИВОСТОК 7;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690011;ВЛАДИВОСТОК 11;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690012;ВЛАДИВОСТОК 12;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690013;ВЛАДИВОСТОК 13;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690014;ВЛАДИВОСТОК 14;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690016;ВЛАДИВОСТОК 16;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690017;ВЛАДИВОСТОК 17;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690018;ВЛАДИВОСТОК 18;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690019;ВЛАДИВОСТОК 19;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690020;ВЛАДИВОСТОК 20;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690021;ВЛАДИВОСТОК 21;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690022;ВЛАДИВОСТОК 22;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690024;ВЛАДИВОСТОК 24;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690025;ВЛАДИВОСТОК 25;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690030;ВЛАДИВОСТОК 30;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690033;ВЛАДИВОСТОК 33;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690034;ВЛАДИВОСТОК 34;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690035;ВЛАДИВОСТОК 35;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690037;ВЛАДИВОСТОК 37;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690039;ВЛАДИВОСТОК 39;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690041;ВЛАДИВОСТОК 41;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690042;ВЛАДИВОСТОК 42;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690048;ВЛАДИВОСТОК 48;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690049;ВЛАДИВОСТОК 49;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690054;ВЛАДИВОСТОК 54;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690059;ВЛАДИВОСТОК 59;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690062;ВЛАДИВОСТОК 62;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690063;ВЛАДИВОСТОК 63;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690065;ВЛАДИВОСТОК 65;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690066;ВЛАДИВОСТОК 66;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690068;ВЛАДИВОСТОК 68;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690069;ВЛАДИВОСТОК 69;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690074;ВЛАДИВОСТОК 74;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690077;ВЛАДИВОСТОК 77;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690078;ВЛАДИВОСТОК 78;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690080;ВЛАДИВОСТОК 80;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690085;ВЛАДИВОСТОК 85;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690087;ВЛАДИВОСТОК 87;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690088;ВЛАДИВОСТОК 88;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690089;ВЛАДИВОСТОК 89;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690090;ВЛАДИВОСТОК 90;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690091;ВЛАДИВОСТОК 91;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690092;ВЛАДИВОСТОК 92;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690105;ВЛАДИВОСТОК 105;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690106;ВЛАДИВОСТОК 106;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690108;ВЛАДИВОСТОК 108;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690109;ВЛАДИВОСТОК 109;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690110;ВЛАДИВОСТОК 110;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690111;ВЛАДИВОСТОК 111;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690700;УФПС ПРИМОРСКОГО КРАЯ;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690703;СКЛАД МТО УФПС ПРИМОРСКОГО КРАЯ;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690880;ВЛАДИВОСТОК УКД;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690891;ВЛАДИВОСТОК МСЦ УЧ. ТАРЫ;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690899;ВЛАДИВОСТОК ПОЧТАМТ УЧ. ТАРЫ;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690901;ПОПОВА;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690902;ВЛАДИВОСТОК ППС;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690908;БЕРЕГОВОЕ;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690910;ТРУДОВОЕ;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690911;ВЛАДИВОСТОК 121;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690912;ТРУДОВОЕ  2;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690920;РУССКИЙ;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690922;РУССКИЙ 2;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690710;ИВЦ ПРИМОРСКОГО КРАЯ;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690960;ВЛАДИВОСТОК МСЦ;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690961;ВЛАДИВОСТОК МСЦ-1;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690962;ВЛАДИВОСТОК МСЦ EMS;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690964;ВЛАДИВОСТОК МСЦ ЦОСП;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690966;ВЛАДИВОСТОК МСЦ УОПО;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690967;ВЛАДИВОСТОК МСЦ ЦОПК;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690968;ВЛАДИВОСТОК МСЦ УОП;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690969;ВЛАДИВОСТОК МСЦ УМДС;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690980;ВЛАДИВОСТОК ММПО;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690981;ВЛАДИВОСТОК PI-1;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690982;ВЛАДИВОСТОК PI-2;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690983;ВЛАДИВОСТОК PI-3;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690985;ВЛАДИВОСТОК PI-SV;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690990;ВЛАДИВОСТОК ГСП;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690998;ВЛАДИВОСТОК УУЦ;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690976;ВЛАДИВОСТОК КЛАДОВАЯ ХРАНЕНИЯ НЕРОЗДАННЫХ ПО;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
690730;ВЛАДИВОСТОК АТП;ПРИМОРСКИЙ КРАЙ;ВЛАДИВОСТОК
620000;ЕКАТЕРИНБУРГ;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620002;ЕКАТЕРИНБУРГ 2;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620004;ЕКАТЕРИНБУРГ 4;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620007;ЕКАТЕРИНБУРГ 7;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620010;ЕКАТЕРИНБУРГ 10;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620012;ЕКАТЕРИНБУРГ 12;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620014;ЕКАТЕРИНБУРГ 14;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620016;ЕКАТЕРИНБУРГ 16;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620017;ЕКАТЕРИНБУРГ 17;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620018;ЕКАТЕРИНБУРГ 18;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620019;ЕКАТЕРИНБУРГ 19;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620023;ЕКАТЕРИНБУРГ 23;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620024;ЕКАТЕРИНБУРГ 24;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620025;ЕКАТЕРИНБУРГ 25;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620026;ЕКАТЕРИНБУРГ 26;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620027;ЕКАТЕРИНБУРГ 27;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620028;ЕКАТЕРИНБУРГ 28;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620030;ЕКАТЕРИНБУРГ 30;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620031;ЕКАТЕРИНБУРГ 31;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620033;ЕКАТЕРИНБУРГ 33;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620034;ЕКАТЕРИНБУРГ 34;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620035;ЕКАТЕРИНБУРГ 35;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620036;ЕКАТЕРИНБУРГ 36;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620039;ЕКАТЕРИНБУРГ 39;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620041;ЕКАТЕРИНБУРГ 41;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620042;ЕКАТЕРИНБУРГ 42;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620043;ЕКАТЕРИНБУРГ 43;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620048;ЕКАТЕРИНБУРГ 48;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620049;ЕКАТЕРИНБУРГ 49;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620050;ЕКАТЕРИНБУРГ 50;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620054;ЕКАТЕРИНБУРГ 54;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620056;ЕКАТЕРИНБУРГ 56;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620057;ЕКАТЕРИНБУРГ 57;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620058;ЕКАТЕРИНБУРГ 58;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620060;ЕКАТЕРИНБУРГ 60;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620061;ЕКАТЕРИНБУРГ 61;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620062;ЕКАТЕРИНБУРГ 62;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620063;ЕКАТЕРИНБУРГ 63;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620066;ЕКАТЕРИНБУРГ 66;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620067;ЕКАТЕРИНБУРГ 67;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620071;ЕКАТЕРИНБУРГ 71;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620072;ЕКАТЕРИНБУРГ 72;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620073;ЕКАТЕРИНБУРГ 73;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620075;ЕКАТЕРИНБУРГ 75;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620076;ЕКАТЕРИНБУРГ 76;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620077;ЕКАТЕРИНБУРГ 77;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620078;ЕКАТЕРИНБУРГ 78;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620082;ЕКАТЕРИНБУРГ 82;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620085;ЕКАТЕРИНБУРГ 85;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620086;ЕКАТЕРИНБУРГ 86;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620087;ЕКАТЕРИНБУРГ 87;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620088;ЕКАТЕРИНБУРГ 88;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620089;ЕКАТЕРИНБУРГ 89;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620090;ЕКАТЕРИНБУРГ 90;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620091;ЕКАТЕРИНБУРГ 91;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620092;ЕКАТЕРИНБУРГ 92;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620098;ЕКАТЕРИНБУРГ 98;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620100;ЕКАТЕРИНБУРГ 100;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620102;ЕКАТЕРИНБУРГ 102;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620103;ЕКАТЕРИНБУРГ 103;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620105;ЕКАТЕРИНБУРГ 105;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620107;ЕКАТЕРИНБУРГ 107;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620108;ЕКАТЕРИНБУРГ 108;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620109;ЕКАТЕРИНБУРГ 109;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620110;ЕКАТЕРИНБУРГ 110;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620130;ЕКАТЕРИНБУРГ 130;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620131;ЕКАТЕРИНБУРГ 131;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620133;ЕКАТЕРИНБУРГ 133;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620134;ЕКАТЕРИНБУРГ 134;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620135;ЕКАТЕРИНБУРГ 135;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620137;ЕКАТЕРИНБУРГ 137;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620138;ЕКАТЕРИНБУРГ 138;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620141;ЕКАТЕРИНБУРГ 141;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620142;ЕКАТЕРИНБУРГ 142;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620143;ЕКАТЕРИНБУРГ 143;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620144;ЕКАТЕРИНБУРГ 144;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620146;ЕКАТЕРИНБУРГ 146;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620147;ЕКАТЕРИНБУРГ 147;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620149;ЕКАТЕРИНБУРГ 149;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620700;УФПС СВЕРДЛОВСКОЙ ОБЛАСТИ;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620872;ЕКАТЕРИНБУРГ УКД-2;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620880;ЕКАТЕРИНБУРГ УКД;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620881;ЕКАТЕРИНБУРГ УКД УЧ.-1;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620882;ЕКАТЕРИНБУРГ УКД УЧ.-2;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620890;ЕКАТЕРИНБУРГ МСЦ УЧ. ТАРЫ;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620899;ЕКАТЕРИНБУРГ ПОЧТАМТ УЧ. ТАРЫ;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620902;ГОРНЫЙ ЩИТ;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620904;ШАБРОВСКИЙ;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620907;САДОВЫЙ;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620908;ШУВАКИШ;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620920;СЕВЕРКА;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620930;ЕКАТЕРИНБУРГ ГСП;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620960;ЕКАТЕРИНБУРГ МСЦ;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620961;ЕКАТЕРИНБУРГ МСЦ-1;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620962;ЕКАТЕРИНБУРГ МСЦ ЦОПО;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620963;ЕКАТЕРИНБУРГ МСЦ ЦОПК;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620964;ЕКАТЕРИНБУРГ МСЦ ЦОПП;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620965;ЕКАТЕРИНБУРГ МСЦ ЦОСП;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620966;ЕКАТЕРИНБУРГ МСЦ ЦОПВ;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620967;ЕКАТЕРИНБУРГ МСЦ EMS;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620969;ЕКАТЕРИНБУРГ МСЦ УМДС;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620926;ЕКАТЕРИНБУРГ КЛАДОВАЯ ХРАНЕНИЯ НЕРОЗДАННЫХ ПО;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620710;ИВЦ СВЕРДЛОВСКОЙ ОБЛАСТИ;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620970;ЕКАТЕРИНБУРГ АОПП;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620971;ЕКАТЕРИНБУРГ АОПП УЧ-1;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620979;ЕКАТЕРИНБУРГ ММПО УЧ. EMS;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620980;ЕКАТЕРИНБУРГ ММПО;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620981;ЕКАТЕРИНБУРГ ММПО УЧ-1;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
620982;ЕКАТЕРИНБУРГ ММПО УЧ-2;СВЕРДЛОВСКАЯ ОБЛАСТЬ;ЕКАТЕРИНБУРГ
